Establishment ID,Name,Address 1,Address 2,City,Zip,Inspection Date,Inspection Results,Inspection Type,Owner,Category,Type,Latitude,Longitude,Location
29176,CASEY COMMUNITY CENTER,810 S. FREDERICK AVE,,GAITHERSBURG,20877,12/11/2023,No Critical Violations Noted,Pre-Opening - Environmental,CITY OF GAITHERSBURG,Restaurant,Food,39.1241,-77.1816,POINT (-77.1816 39.1241)
57236,MOBY DICK NORTH BETHESDA,11431-A ROCKVILLE PIKE,,ROCKVILLE,20852,12/06/2023,No Critical Violations Noted,Pre-Opening - Environmental,MOBY DICK NORTH BETHESDA LLC,Restaurant,Food,39.0445,-77.1106,POINT (-77.1106 39.0445)
57230,TEAS ME BUBBLE TEA,5017 WILSON LANE,,BETHESDA,20814,12/04/2023,No Critical Violations Noted,Pre-Opening - Environmental,HAI CAO,Restaurant,Food,38.9877,-77.0994,POINT (-77.0994 38.9877)
53841,KAT'S KITCHEN & COMPANY,12854 NEW HAMPSHIRE AVE,,SILVER SPRING,20904,11/29/2023,No Critical Violations Noted,Pre-Opening - Environmental,KATHERINE ROGERS,Restaurant,Food,39.0663,-77.0014,POINT (-77.0014 39.0663)
57235,IVELA SPORTS LOUNGE LLC,949 BONIFANT ST,STE A,SILVER SPRING,20910,11/29/2023,No Critical Violations Noted,Pre-Opening - Environmental,KALEB TADELE,Restaurant,Food,38.9941,-77.0257,POINT (-77.0257 38.9941)
54012,LE MACARON FRENCH PASTRIES,7 GRAND CORNER AVE,,GAITHERSBURG,20878,11/28/2023,No Critical Violations Noted,Pre-Opening - Environmental,KEMP CAFE LLC,Restaurant,Food,39.1184,-77.201,POINT (-77.201 39.1184)
57231,DOLLAR TREE #09355,11560A ROCKVILLE PIKE,,ROCKVILLE,20852,11/28/2023,No Critical Violations Noted,Pre-Opening - Environmental,DOLLAR TREE STORES INC,Market,Food,39.0465,-77.1132,POINT (-77.1132 39.0465)
56154,ROOTED 3,4916 CORDELL AVE,,BETHESDA,20814,11/27/2023,No Critical Violations Noted,Pre-Opening - Environmental,ROOT STRENGTH LLC,Restaurant,Food,38.9889,-77.0982,POINT (-77.0982 38.9889)
56172,DONUTCHEW,7101 DEMOCRACY BLVD,#2154,BETHESDA,20817,11/22/2023,No Critical Violations Noted,Pre-Opening - Environmental,DLK MONTGOMERY LLC,Market,Food,39.0243,-77.146,POINT (-77.146 39.0243)
57228,EUROPEAN MARKET,17617 REDLAND RD,,DERWOOD,20855,11/22/2023,No Critical Violations Noted,Pre-Opening - Environmental,EDNILSON MENDES,Market,Food,39.1446,-77.1442,POINT (-77.1442 39.1446)
55133,SPROUTS FARMER'S MARKET,15793 OLD COLUMBIA PIKE,,BURTONSVILLE,20866,11/15/2023,No Critical Violations Noted,Pre-Opening - Environmental,SF MARKETS LLC,Restaurant,Food,39.1163,-76.9212,POINT (-76.9212 39.1163)
55123,DON JUAN MERCADO LATINO,11222 TRIANGLE LANE,,SILVER SPRING,20902,11/14/2023,No Critical Violations Noted,Pre-Opening - Environmental,JUAN JOSE HERNENDEZ & ISMEL LACKELINE MEZA,Restaurant,Food,39.0392,-77.0516,POINT (-77.0516 39.0392)
55130,MUOI TIEU,7006 CARROLL AVE. STE A,,TAKOMA PARK,20912,11/13/2023,No Critical Violations Noted,Pre-Opening - Environmental,THUY-TU TRAN,Restaurant,Food,38.975,-77.0122,POINT (-77.0122 38.975)
20241,SEE'S CANDIES HOLIDAY GIFT CENTER,7101 DEMOCRACY BLVD,,BETHESDA,20817,11/09/2023,No Critical Violations Noted,Pre-Opening - Environmental,"SEE'S CANDIES, INC",Seasonal,Food,39.0233,-77.1486,POINT (-77.1486 39.0233)
51532,FRESH BAGUETTE,19548 AMARANTH DR,,GERMANTOWN,20874,11/08/2023,No Critical Violations Noted,Pre-Opening - Environmental,FRESH BAGUETTE HOLDINGS,Market,Food,39.1772,-77.2519,POINT (-77.2519 39.1772)
55043,ADELINE & MIMI LLC,7845-D AIRPARK RD,,GAITHERSBURG,20879,11/06/2023,No Critical Violations Noted,Pre-Opening - Environmental,ADELINE & MIMI LLC,Caterer,Food,39.1748,-77.1589,POINT (-77.1589 39.1748)
56170,THE GROVE RESTAURANT,7747 TUCKERMAN LANE,,POTOMAC,20854,11/02/2023,No Critical Violations Noted,Pre-Opening - Environmental,AUGIES POTOMAC LLC / THE GROVE RESTAURANT,Restaurant,Food,39.0408,-77.1553,POINT (-77.1553 39.0408)
17084,SAINT MARK PRESBYTERIAN CHURCH,10701 OLD GEORGETOWN RD.,,ROCKVILLE,20852,11/02/2023,No Critical Violations Noted,Pre-Opening - Environmental,SAINT MARK PRESBYTERIAN CHURCH,Non-Profit,Food,39.0315,-77.1254,POINT (-77.1254 39.0315)
56173,MORNING MY DAY,1305 FENWICK LANE,,SILVER SPRING,20910,10/30/2023,No Critical Violations Noted,Pre-Opening - Environmental,WENTING XUE,Restaurant,Food,38.9983,-77.0312,POINT (-77.0312 38.9983)
56186,POKE BROS,107 MARKET ST,,GAITHERSBURG,20878,10/23/2023,No Critical Violations Noted,Pre-Opening - Environmental,POKE BROS KENTLAND LLC,Market,Food,39.1228,-77.2352,POINT (-77.2352 39.1228)
51461,CVS/PHARMACY #11406,311 KENTLANDS BLVD,,GAITHERSBURG,20878,10/23/2023,No Critical Violations Noted,Pre-Opening - Environmental,MARYLAND CVS PHARMACY LLC,Market,Food,39.1237,-77.2372,POINT (-77.2372 39.1237)
55142,AKIRA RAMEN AND IZAKAYA GAITHERSBURG,105 PARAMOUNT PARK DR,,GAITHERSBURG,20879,10/20/2023,No Critical Violations Noted,Pre-Opening - Environmental,AKIRA GAI INC,Restaurant,Food,39.1595,-77.2218,POINT (-77.2218 39.1595)
41242,BUFFALO WILD WINGS #761,668 CLOPPER RD,,GAITHERSBURG,20878,10/20/2023,No Critical Violations Noted,Pre-Opening - Environmental,"BWW LEX PARK, LLC",Restaurant,Food,39.1425,-77.2219,POINT (-77.2219 39.1425)
55089,CHUCK E CHEESE #531,5238 NICHOLSON LANE,,KENSINGTON,20895,10/19/2023,No Critical Violations Noted,Pre-Opening - Environmental,CEC ENTERTAINMENT LLC,Restaurant,Food,39.0435,-77.1064,POINT (-77.1064 39.0435)
55133,SPROUTS FARMER'S MARKET,15793 OLD COLUMBIA PIKE,,BURTONSVILLE,20866,10/16/2023,No Critical Violations Noted,Pre-Opening - Environmental,SF MARKETS LLC,Restaurant,Food,39.1163,-76.9212,POINT (-76.9212 39.1163)
56161,KOMA,8006 FLOWER AVE,,TAKOMA PARK,20912,10/16/2023,Facility Closed,Pre-Opening - Environmental,BRAD FEICKERT,Market,Food,38.9892,-77.0015,POINT (-77.0015 38.9892)
56215,OUMI SUSHI @ SPROUTS #921,15793 OLD COLUMBIA PIKE,,BURTONSVILLE,20866,10/16/2023,No Critical Violations Noted,Pre-Opening - Environmental,LWIN FAMILY COMPANY LLC,Restaurant,Food,39.1152,-76.932,POINT (-76.932 39.1152)
54023,TOUS LES JOURS,13069 WISTERIA DR,,GERMANTOWN,20874,10/13/2023,No Critical Violations Noted,Pre-Opening - Environmental,ZEROJIP INC,Market,Food,39.1787,-77.2713,POINT (-77.2713 39.1787)
55085,PINES OF ROME EXPRESS,121-B CONGRESSINAL LANE,STE 105,ROCKVILLE,20852,10/13/2023,No Critical Violations Noted,Pre-Opening - Environmental,,Restaurant,Food,39.0637,-77.128,POINT (-77.128 39.0637)
55118,TACOS WAY SILVER SPRING,8777-B FIRST AVE,,SILVER SPRING,20910,10/12/2023,No Critical Violations Noted,Pre-Opening - Environmental,TWSS1 LLC,Restaurant,Food,38.9984,-77.0323,POINT (-77.0323 38.9984)
55110,CVS PHARMACY #10894,8005 GRAMERCY BLVD,STE 180,DERWOOD,20855,10/12/2023,No Critical Violations Noted,Pre-Opening - Environmental,MARYLAND CVS PHARMACY LLC,Market,Food,39.1239,-77.1652,POINT (-77.1652 39.1239)
56180,MIMI'S HANDMADE ICE CREAM,12274 E ROCKVILLE PIKE,,ROCKVILLE,20852,10/05/2023,No Critical Violations Noted,Pre-Opening - Environmental,HANDMADE ICE CREAM FEDERAL PLAZA LLC,Market,Food,39.0573,-77.1233,POINT (-77.1233 39.0573)
55102,SWEET ELLA'S BROWNIE COMPANY,6301 RIVER RD,,BETHESDA,20817,10/02/2023,No Critical Violations Noted,Pre-Opening - Environmental,SWEET ELLA'S BROWNIE COMPANY,Restaurant,Food,38.9769,-77.1265,POINT (-77.1265 38.9769)
55124,CHIP CITY,4939 ELM STREET,,BETHESDA,20814,09/29/2023,No Critical Violations Noted,Pre-Opening - Environmental,PPTG HOLDINGS LLC,Restaurant,Food,38.9825,-77.0977,POINT (-77.0977 38.9825)
54004,ICE CREAM CITY AND MORE,8478 PINEY BRANCH RD,,SILVER SPRING,20901,09/26/2023,No Critical Violations Noted,Pre-Opening - Environmental,ICE CEAM CITY AND MOE LLC,Market,Food,38.9987,-77.0044,POINT (-77.0044 38.9987)
54033,DISTRICT BISTRO AND FRANKS BURGER,11230 GRANDVIEW AVE,,SILVER SPRING,20902,09/26/2023,No Critical Violations Noted,Pre-Opening - Environmental,SIMPLE FOOD GROUP LLC/PEDRO MATAMOROS,Restaurant,Food,39.0393,-77.0528,POINT (-77.0528 39.0393)
53926,LA CARRETA GROCERY,18749 N FREDERICK RD,UNIT I & J,GAITHERSBURG,20879,09/25/2023,No Critical Violations Noted,Pre-Opening - Environmental,TU SUPER GROCERY 1 LLC,Market,Food,39.164,-77.2259,POINT (-77.2259 39.164)
33177,BASSETT'S RESTAURANT,19950 FISHER AVE,,POOLESVILLE,20837,09/18/2023,Facility Closed,Pre-Opening - Environmental,ALL FLAVORS INC,Restaurant,Food,39.1459,-77.4169,POINT (-77.4169 39.1459)
53989,PIKE EL DIAMANTE,4906 ST. ELMO AVE,,BETHESDA,20814,09/18/2023,No Critical Violations Noted,Pre-Opening - Environmental,S AND S FOOD LLC,Restaurant,Food,38.9887,-77.0974,POINT (-77.0974 38.9887)
55092,LIGAYAS FILIPINO FOOD,11406-C GEORGIA AVE,,SILVER SPRING,20902,09/13/2023,No Critical Violations Noted,Pre-Opening - Environmental,LIGAYAS LLC,Restaurant,Food,39.0421,-77.0528,POINT (-77.0528 39.0421)
52571,CHARLEYS PHILLY STEAKS,13617 CONNECTICUT AVE,,SILVER SPRING,20906,09/13/2023,No Critical Violations Noted,Pre-Opening - Environmental,H & H ASPEN HILL LLC,Restaurant,Food,39.078,-77.0798,POINT (-77.0798 39.078)
260,BETHESDA COUNTRY CLUB,7601 BRADLEY BLVD.,,BETHESDA,20817,09/13/2023,No Critical Violations Noted,Pre-Opening - Environmental,"BETHESDA COUNTRY CLUB, INC.",Restaurant,Food,39.0131,-77.1527,POINT (-77.1527 39.0131)
53953,RED RIBBON BAKESHOP,2501 UNIVERSITY BLVD W,,SILVER SPRING,20902,09/12/2023,No Critical Violations Noted,Pre-Opening - Environmental,RED RIBBON BAKESHOP INC,Market,Food,39.0418,-77.0521,POINT (-77.0521 39.0418)
55053,UP COUNTY EARLY CHILDHOOD CENTER@EMORY GROVE CTR,18100 WASHINGTON GROVE LANE,,GAITHERSBURG,20877,09/12/2023,No Critical Violations Noted,Pre-Opening - Environmental,MONTGOMERY COUNTY PUBLIC SCHOOLS,Public School- Elementary,Food,39.1524,-77.1648,POINT (-77.1648 39.1524)
55045,WHELAN'S BEER AND WINE,9812 FALLS RD,#106,POTOMAC,20854,09/07/2023,No Critical Violations Noted,Pre-Opening - Environmental,WHELANS LLC,Market,Food,39.0172,-77.2106,POINT (-77.2106 39.0172)
54024,MARGARITA BAR & GRILL,19201 FREDERICK AVE,,GERMANTOWN,20876,09/06/2023,No Critical Violations Noted,Pre-Opening - Environmental,JB BAR AND GRILL,Restaurant,Food,39.1705,-77.2347,POINT (-77.2347 39.1705)
55080,NAZ'S HALAL FOOD,7671 NEW HAMPSHIRE AVE,,TAKOMA PARK,20912,09/06/2023,No Critical Violations Noted,Pre-Opening - Environmental,NAZ HALA TP LLC,Market,Food,38.9879,-76.9873,POINT (-76.9873 38.9879)
55055,THE HEIGHTS,5406 WISCONSIN AVE,STE A,CHEVY CHASE,20815,08/31/2023,No Critical Violations Noted,Pre-Opening - Environmental,THE HEIGHTS MD LLC,Restaurant,Food,38.9616,-77.0863,POINT (-77.0863 38.9616)
55082,SILKY GEM,332 MAIN ST,STE 100,GAITHERSBURG,20878,08/29/2023,No Critical Violations Noted,Pre-Opening - Environmental,SILKY GEM LLC,Market,Food,39.1218,-77.2378,POINT (-77.2378 39.1218)
54026,CHOPIN NOODLE HOUSE,12123 DARNESTOWN RD,,GAITHERSBURG,20878,08/29/2023,No Critical Violations Noted,Pre-Opening - Environmental,QIANG SONG,Restaurant,Food,39.118,-77.2506,POINT (-77.2506 39.118)
55084,WASHINGTON SIKH CENTER,7500 WARFIELD RD,,GAITHERSBURG,20882,08/29/2023,No Critical Violations Noted,Pre-Opening - Environmental,WASHINGTON SIKH CENTER,Non-Profit,Food,39.1946,-77.1539,POINT (-77.1539 39.1946)
55054,CHARLEY'S PHILLY STEAKS AND WINGS,20910 FREDERICK RD,,GERMANTOWN,20876,08/28/2023,No Critical Violations Noted,Pre-Opening - Environmental,OUR FIRST PHILLY INC,Restaurant,Food,39.1989,-77.2526,POINT (-77.2526 39.1989)
54010,CVS PHARMACY #11452,3820 CHAPLIN PLACE,STE 102,CHEVY CHASE,20815,08/25/2023,No Critical Violations Noted,Pre-Opening - Environmental,MARYLAND CVS PHARMACY LLC,Market,Food,38.9956,-77.0767,POINT (-77.0767 38.9956)
2673,WILLIAM T. PAGE ELEMENTARY,13400 TAMARACK RD.,,SILVER SPRING,20904,08/24/2023,No Critical Violations Noted,Pre-Opening - Environmental,MONTGOMERY COUNTY PUBLIC SCHOOLS,Public School- Elementary,Food,39.0748,-76.9837,POINT (-76.9837 39.0748)
55054,CHARLEY'S PHILLY STEAKS AND WINGS,20910 FREDERICK RD,,GERMANTOWN,20876,08/24/2023,No Critical Violations Noted,Pre-Opening - Environmental,OUR FIRST PHILLY INC,Restaurant,Food,39.1989,-77.2526,POINT (-77.2526 39.1989)
55060,ANDY'S PIZZA,4600 EAST WEST HWY,,BETHESDA,20814,08/24/2023,No Critical Violations Noted,Pre-Opening - Environmental,ANDYS PIZZA EAST WEST LLC,Restaurant,Food,38.9868,-77.9845,POINT (-77.9845 38.9868)
386,BURNT MILLS ELEMENTARY,11211 CHILDS ST.,,SILVER SPRING,20901,08/23/2023,No Critical Violations Noted,Pre-Opening - Environmental,MONTGOMERY COUNTY PUBLIC SCHOOLS,Public School- Elementary,Food,39.0394,-77.0013,POINT (-77.0013 39.0394)
55044,WISEGUY PIZZA,11160 VEIRS MILL RD,,SILVER SPRING,20902,08/21/2023,No Critical Violations Noted,Pre-Opening - Environmental,WISEGUY WHEATON LLC,Restaurant,Food,39.037,-77.0548,POINT (-77.0548 39.037)
35777,THE WOODS ACADEMY,6801 GREENTREE RD,,BETHESDA,20817,08/21/2023,No Critical Violations Noted,Pre-Opening - Environmental,OUR LADY OF THE WOODS CORP,Private School,Food,39.0086,-77.1383,POINT (-77.1383 39.0086)
2974,NORTHWEST HIGH SCHOOL,13501 RICHTER FARM RD.,,GERMANTOWN,20874,08/17/2023,No Critical Violations Noted,Pre-Opening - Environmental,MONTGOMERY COUNTY PUBLIC SCHOOLS,Public School- High,Food,39.1515,-77.2794,POINT (-77.2794 39.1515)
1669,MONOCACY ELEMENTARY,18801 BARNESVILLE RD.,,DICKERSON,20842,08/17/2023,No Critical Violations Noted,Pre-Opening - Environmental,MONTGOMERY COUNTY PUBLIC SCHOOLS,Public School- Elementary,Food,39.2245,-77.3927,POINT (-77.3927 39.2245)
5694,NORTHWEST HIGH SCHOOL CONCESSION STANDS,13501 RICHTER FARM RD.,,GERMANTOWN,20874,08/17/2023,No Critical Violations Noted,Pre-Opening - Environmental,NORTHWEST HIGH SCHOOL BOOSTER CLUB,Carry Out,Food,39.1497,-77.2798,POINT (-77.2798 39.1497)
53946,SHEETZ,751 PROGRESS WAY,,GAITHERSBURG,20879,08/16/2023,No Critical Violations Noted,Pre-Opening - Environmental,SHEETZ INC,Market,Food,39.1542,-77.2154,POINT (-77.2154 39.1542)
53826,PIZZA HUT,10100 COLESVILLE RD,,SILVER SPRING,20901,08/16/2023,No Critical Violations Noted,Pre-Opening - Environmental,LUIS IBARGUENGOYTIA/ CHAAC PIZZA NORTHEAST LLC,Restaurant,Food,39.0207,-77.0129,POINT (-77.0129 39.0207)
53740,AROMA LOUNGE,948 SLIGO AVE,,SILVER SPRING,20910,08/14/2023,No Critical Violations Noted,Pre-Opening - Environmental,ALEMAYEHU AKALU,Restaurant,Food,38.99,-77.0256,POINT (-77.0256 38.99)
53770,L.I.B FLAVORS,2341 DISTRIBUTION CIR,,SILVER SPRING,20916,08/11/2023,No Critical Violations Noted,Pre-Opening - Environmental,L.I.B FLAVORS LLC,Caterer,Food,39.007,-77.0496,POINT (-77.0496 39.007)
53944,MING'S CHINESE RESTAURANT,800 PLEASANT DR,#120,ROCKVILLE,20850,08/09/2023,No Critical Violations Noted,Pre-Opening - Environmental,WANG'S FAMILY LLC,Restaurant,Food,39.1136,-77.1711,POINT (-77.1711 39.1136)
50314,FIVE BELOW #8144,11160 VEIRS MILL RD,,SILVER SPRING,20902,08/07/2023,No Critical Violations Noted,Pre-Opening - Environmental,FIVE BELOW INC,Market,Food,39.037,-77.0548,POINT (-77.0548 39.037)
54002,MEGAMART,33 DALAMAR ST,,GAITHERSBURG,20877,08/03/2023,No Critical Violations Noted,Pre-Opening - Environmental,FOR MY CHILDREN INC,Market,Food,39.1457,-77.2053,POINT (-77.2053 39.1457)
51532,FRESH BAGUETTE,19548 AMARANTH DR,,GERMANTOWN,20874,08/02/2023,No Critical Violations Noted,Pre-Opening - Environmental,FRESH BAGUETTE HOLDINGS,Market,Food,39.1772,-77.2519,POINT (-77.2519 39.1772)
53957,GOLDS GYM DC METRO GERMANTOWN,13060 MIDDLEBROOK RD,,GERMANTOWN,20874,07/24/2023,Critical Violations Corrected,Pre-Opening - Environmental,CFJ HOLDINGS LLC DBA GBG LLC,Market,Food,39.1816,-77.2717,POINT (-77.2717 39.1816)
53853,REN LLC,7845 AIRPARK RD,,GAITHERSBURG,20879,07/21/2023,No Critical Violations Noted,Pre-Opening - Environmental,REN LLC,Caterer,Food,39.1708,-77.1607,POINT (-77.1607 39.1708)
53758,BARRA BRAVA CEVICHERIA PERUANA,"15420 OLD COLUMBIA PIKE, UNIT B",,BURTONSVILLE,20866,07/21/2023,No Critical Violations Noted,Pre-Opening - Environmental,JOHAN REYES,Restaurant,Food,39.1094,-76.9366,POINT (-76.9366 39.1094)
53973,STARBUCK COFFEE CO #70455,1316 EAST WEST HWY,,SILVER SPRING,20910,07/18/2023,No Critical Violations Noted,Pre-Opening - Environmental,STARBUCKS CORPORATION,Market,Food,38.993,-77.0321,POINT (-77.0321 38.993)
53759,HELLO VIETNAM RESTAURANT,2200 VEIRS MILL RD,,ROCKVILLE,20851,07/12/2023,No Critical Violations Noted,Pre-Opening - Environmental,LUC VAN PHAM / VIETFOOD LLC,Restaurant,Food,39.0758,-77.115,POINT (-77.115 39.0758)
53945,UNCORKED,8525 CHEVY CHASE LAKE TERRACE,,CHEVY CHASE,20815,07/07/2023,No Critical Violations Noted,Pre-Opening - Environmental,THE CHASE LLC,Market,Food,38.996,-77.0758,POINT (-77.0758 38.996)
53924,A & A CATERING DMV LLC,7845-D AIRPARK RD,,GAITHERSBURG,20879,07/06/2023,No Critical Violations Noted,Pre-Opening - Environmental,A & A CATERING DMV LLC,Caterer,Food,39.1708,-77.1607,POINT (-77.1607 39.1708)
53955,LA TABLE DU CHATEAU,7845 AIRPARK RD,STE E,GAITHERSBURG,20879,07/06/2023,No Critical Violations Noted,Pre-Opening - Environmental,MAX ZELENKOV / LE TRUCK LLC,Market,Food,39.1708,-77.1666,POINT (-77.1666 39.1708)
53917,ONELIFE FITNESS OLNEY,17821 GEORGIA AVE,,OLNEY,20832,07/03/2023,No Critical Violations Noted,Pre-Opening - Environmental,USF S&H MARYLAND LLC,Market,Food,39.1496,-77.0649,POINT (-77.0649 39.1496)
53856,JAPONG BAKERY,"765 ROCKVILLE PIKE, STE A& B",,ROCKVILLE,20852,07/03/2023,No Critical Violations Noted,Pre-Opening - Environmental,CHUN-HUNG SU/JAPONG LLC,Market,Food,39.0777,-77.1417,POINT (-77.1417 39.0777)
53842,DALIA'S FALAFEL,7750 OLD GEORGETOWN RD,,BETHESDA,20814,06/30/2023,No Critical Violations Noted,Pre-Opening - Environmental,CRAZYBANGINDELICIOUS TACOS,Restaurant,Food,38.9867,-77.0981,POINT (-77.0981 38.9867)
18564,OLNEY MILL SWIM CLUB SNACK BAR,3611 BRIARS RD.,,OLNEY,20833,06/29/2023,No Critical Violations Noted,Pre-Opening - Environmental,OLNEY MILL SWIM CLUB,Snack Bar,Food,39.1692,-77.0718,POINT (-77.0718 39.1692)
53753,OLNEY WINERY,52 OLNEY- SANDY SPRING RD,,ASHTON,20861,06/28/2023,No Critical Violations Noted,Pre-Opening - Environmental,FRONT PORCH MICRO WINERY,Restaurant,Food,39.1491,-77.0136,POINT (-77.0136 39.1491)
53741,THE SALT LINE BETHESDA,4900 HAMPDEN LANE,,BETHESDA,20814,06/23/2023,No Critical Violations Noted,Pre-Opening - Environmental,TSL BETHESDA LLC,Restaurant,Food,38.9825,-77.0965,POINT (-77.0965 38.9825)
53779,AWDAMET MARKET,8202 GEORGIA AVE,,SILVER SPRING,20910,06/23/2023,No Critical Violations Noted,Pre-Opening - Environmental,SISTERS MARKET LLC,Market,Food,38.992,-77.0273,POINT (-77.0273 38.992)
50281,KEMA BY KENAKI,11325 SEVEN LOCKS RD,UNIT 115,POTOMAC,20854,06/22/2023,No Critical Violations Noted,Pre-Opening - Environmental,KENAKI CABIN JOHN LLC,Restaurant,Food,39.0421,-77.1579,POINT (-77.1579 39.0421)
53804,CROSSVINES RESTAURANT,16601 W WILLARD RD,,POOLESVILLE,20837,06/21/2023,No Critical Violations Noted,Pre-Opening - Environmental,COMPASS GROUP USA INC DBA RESTURANT ASSOCIATES LLC,Restaurant,Food,39.124,-77.4203,POINT (-77.4203 39.124)
53890,NEW GRAND MART FOOD COURT,13069 WISTERIA DR,,GERMANTOWN,20874,06/21/2023,No Critical Violations Noted,Pre-Opening - Environmental,GREEN PARADISE GERMANTOWN INC,Restaurant,Food,39.1787,-77.2714,POINT (-77.2714 39.1787)
48249,CHARLEYS CHEESESTEAKS WINGS,19877 CENTURY BLVD,,GERMANTOWN,20874,06/21/2023,No Critical Violations Noted,Pre-Opening - Environmental,H & H GERMANTOWN LLC,Restaurant,Food,39.1826,-77.2639,POINT (-77.2639 39.1826)
53900,NEALS BAGELS,113 COMMERCE SQUARE PLACE,,GAITHERSBURG,20878,06/15/2023,No Critical Violations Noted,Pre-Opening - Environmental,NEILS BAGELS 2 LLC,Market,Food,39.1227,-77.2344,POINT (-77.2344 39.1227)
51453,KANTUTAS RESTAURANT BAR & GRILL,"2400 UNIVERSITY BLVD, UNIT 1",,SILVER SPRING,20902,06/15/2023,No Critical Violations Noted,Pre-Opening - Environmental,KANTUTAS RESTAURANT INC,Restaurant,Food,39.0414,-77.0506,POINT (-77.0506 39.0414)
53912,BAKED POTATO HOUSE,"22705 CLARKSBURG RD, UNIT 922",,CLARKSBURG,20871,06/15/2023,No Critical Violations Noted,Pre-Opening - Environmental,BAKED POTATO HOUSE LLC,Restaurant,Food,39.2286,-77.2873,POINT (-77.2873 39.2286)
53870,THE CHARMERY,"8551 CONNECTICUT AVE , STE B202",,CHEVY CHASE,20815,06/14/2023,No Critical Violations Noted,Pre-Opening - Environmental,THE CHARMERY CHEVY CHASE LAKE LLC,Restaurant,Food,38.9961,-77.077,POINT (-77.077 38.9961)
53907,WAGSHAL'S GRAND BODEGA,6124 MACARTHUR BLVD,,BETHESDA,20816,06/14/2023,No Critical Violations Noted,Pre-Opening - Environmental,WAGSHAL'S MARKET LLC,Restaurant,Food,38.9437,-77.1162,POINT (-77.1162 38.9437)
51553,COLONY GRILL,11325 SEVEN LOCKS RD,SUITE 8,POTOMAC,20854,06/13/2023,No Critical Violations Noted,Pre-Opening - Environmental,COLONY GRILL DEVELOPMENT LLC,Restaurant,Food,39.0412,-77.1593,POINT (-77.1593 39.0412)
53802,JASMINE MANAGEMENT,19851 CENTURY BLVD,,GERMANTOWN,20874,06/12/2023,No Critical Violations Noted,Pre-Opening - Environmental,JASMINE MANAGEMENT INC,Restaurant,Food,39.182,-77.2648,POINT (-77.2648 39.182)
18211,MONTGOMERY BLAIR HIGH SCHOOL BASEBALL STADIUM,"51 UNIVERSITY BLVD., E.",,SILVER SPRING,20910,06/06/2023,No Critical Violations Noted,Pre-Opening - Environmental,"MARYLAND COMMUNITY BASEBALL, INC.",Snack Bar,Food,39.0177,-77.0088,POINT (-77.0088 39.0177)
53796,SMOOTHIE KING #1732,"18151 VILLAGE CENTER DR, #28",,OLNEY,20832,06/06/2023,No Critical Violations Noted,Pre-Opening - Environmental,GILLY ARIE,Market,Food,39.1539,-77.0633,POINT (-77.0633 39.1539)
52677,BABY BAR,375 MAIN ST,,GAITHERSBURG,20878,06/06/2023,No Critical Violations Noted,Pre-Opening - Environmental,BABY BAR,Market,Food,39.1209,-77.2374,POINT (-77.2374 39.1209)
53886,BENTO EXPRESS,10123 COLESVILLE RD,UNIT 9B,SILVER SPRING,20901,06/05/2023,No Critical Violations Noted,Pre-Opening - Environmental,BENTO EXPRESS MD INC,Restaurant,Food,39.0206,-77.0118,POINT (-77.0118 39.0206)
53836,DUNKIN DONUTS,20000 GOSHEN RD,,GAITHERSBURG,20879,06/01/2023,No Critical Violations Noted,Pre-Opening - Environmental,GOSHEN DONUTS LLC,Market,Food,39.1858,-77.1891,POINT (-77.1891 39.1858)
53722,CHICKEN BASKET,30 N SUMMIT AVE,,GAITHERSBURG,20877,06/01/2023,No Critical Violations Noted,Pre-Opening - Environmental,KHALIL DUBBANEH,Restaurant,Food,39.1434,-77.1933,POINT (-77.1933 39.1434)
17839,NORTHWEST BRANCH SWIM CLUB,10850 LOCKWOOD DR.,,SILVER SPRING,20904,05/31/2023,No Critical Violations Noted,Pre-Opening - Environmental,NORTHWEST BRANCH RECREATION INC,Snack Bar,Food,39.0343,-77.0005,POINT (-77.0005 39.0343)
17419,FOREST KNOLLS POOL SNACK BAR,11105 FOXGLOVE LA.,,SILVER SPRING,20901,05/30/2023,No Critical Violations Noted,Pre-Opening - Environmental,"FOREST KNOLLS POOL, INC.",Snack Bar,Food,39.0367,-77.0118,POINT (-77.0118 39.0367)
17329,CONGRESSIONAL CC POOL SNACK BAR,8500 RIVER RD.,,BETHESDA,20817,05/26/2023,No Critical Violations Noted,Pre-Opening - Environmental,CONGRESSIONAL COUNTRY CLUB INC.,Snack Bar,Food,38.9962,-77.1765,POINT (-77.1765 38.9962)
53822,NEW GRAND MART,13069 WISTERIA DR,,GERMANTOWN,20874,05/25/2023,No Critical Violations Noted,Pre-Opening - Environmental,GREEN PARADISE GERMANTOWN INC,Market,Food,39.1787,-77.2714,POINT (-77.2714 39.1787)
28171,SEVEN LOCKS POOL SNACK BAR,9929 SEVEN LOCKS RD,,BETHESDA,20813,05/25/2023,No Critical Violations Noted,Pre-Opening - Environmental,SEVEN LOCKS POOL,Snack Bar,Food,39.0193,-77.1605,POINT (-77.1605 39.0193)
17341,LAKEWOOD C. C. POOL SNACK BAR,13901 GLEN MILL RD.,,ROCKVILLE,20850,05/24/2023,No Critical Violations Noted,Pre-Opening - Environmental,LAKEWOOD COUNTRY CLUB,Snack Bar,Food,39.083,-77.1944,POINT (-77.1944 39.083)
