Establishment ID,Name,Address 1,Address 2,City,Zip,Inspection Date,Inspection Results,Inspection Type,Owner,Category,Type,Latitude,Longitude,Location
19251,BAR-T RANCH,6530 OLNEY LAYTONSVILLE RD,,GAITHERSBURG,20882,05/23/2024,No Critical Violations Noted,Pre-Opening - Environmental,BAR-T HOLDING,Snack Bar,Food,39.1982,-77.1338,POINT (-77.1338 39.1982)
17326,CARDEROCK SPRINGS POOL SNACK BAR,8200 HAMILTON SPRING CT.,,BETHESDA,20817,05/22/2024,No Critical Violations Noted,Pre-Opening - Environmental,"CARDEROCK SPRINGS SWIMMING CLUB, INC.",Snack Bar,Food,38.9916,-77.1668,POINT (-77.1668 38.9916)
30074,LIFE CAFE POOLSIDE,10121 WASHINGTONIAN BLVD NORTH,,GAITHERSBURG,20878,05/22/2024,No Critical Violations Noted,Pre-Opening - Environmental,LTF CLUB OPERATIONS COMP INC,Market,Food,39.1204,-77.2045,POINT (-77.2045 39.1204)
60478,BEYOND NUTRITION,11441 GEORGIA AVE,,SILVER SPRING,20902,05/22/2024,No Critical Violations Noted,Pre-Opening - Environmental,ELSY CONTRERAS,Market,Food,39.0429,-77.0516,POINT (-77.0516 39.0429)
17327,CHEVY CHASE REC. POOL SNACK BAR,8922 SPRING VALLEY RD.,,CHEVY CHASE,20815,05/22/2024,No Critical Violations Noted,Pre-Opening - Environmental,MAHMOUD ABUL HAWA,Snack Bar,Food,39.004,-77.0806,POINT (-77.0806 39.004)
28171,SEVEN LOCKS POOL SNACK BAR,9929 SEVEN LOCKS RD,,BETHESDA,20813,05/22/2024,No Critical Violations Noted,Pre-Opening - Environmental,SEVEN LOCKS POOL,Snack Bar,Food,39.0193,-77.1605,POINT (-77.1605 39.0193)
17416,ARGYLE C. C. POOL SNACK BAR,14600 ARGYLE CLUB RD.,,SILVER SPRING,20906,05/21/2024,No Critical Violations Noted,Pre-Opening - Environmental,ARGYLE LAND COMPANY INC,Snack Bar,Food,39.0965,-77.0485,POINT (-77.0485 39.0965)
61621,WORLDSHINE INTERNATIONAL,700 PROFESSIONAL DR,,GAITHERSBURG,20879,05/21/2024,No Critical Violations Noted,Pre-Opening - Environmental,WORLDSHINE INTERNATIONAL LLC,Restaurant,Food,39.1584,-77.2253,POINT (-77.2253 39.1584)
24035,RIVER FALLS SWIM AND TENNIS/RIVER FALLS COMMUNITY,7915 HORSESHOE LN,,POTOMAC,20854,05/21/2024,No Critical Violations Noted,Pre-Opening - Environmental,RIVER FALLS COMMUNITY CENTER,Snack Bar,Food,38.9901,-77.2128,POINT (-77.2128 38.9901)
17341,LAKEWOOD C. C. POOL SNACK BAR,13901 GLEN MILL RD.,,ROCKVILLE,20850,05/21/2024,No Critical Violations Noted,Pre-Opening - Environmental,LAKEWOOD COUNTRY CLUB,Snack Bar,Food,39.083,-77.1944,POINT (-77.1944 39.083)
48133,WATER PARK CONCESSION,512 S.FREDERICK AVE.,,GAITHERSBURG,20877,05/20/2024,No Critical Violations Noted,Pre-Opening - Environmental,CITY OF GAITHERSBURG,Snack Bar,Food,39.1327,-77.1953,POINT (-77.1953 39.1327)
37079,AVENEL COMMUNITY ASSOCIATION,10001 OAKLYN DR.,,POTOMAC,20854,05/20/2024,No Critical Violations Noted,Pre-Opening - Environmental,AVENEL COMMUNITY ASSOCIATION INC,Snack Bar,Food,38.9963,-77.1968,POINT (-77.1968 38.9963)
17339,KEMP MILL SWIM CLUB SNACK BAR,11805 STONINGTON PL.,,SILVER SPRING,20902,05/17/2024,No Critical Violations Noted,Pre-Opening - Environmental,KEMP MILL SWIMMING CLUB INC,Snack Bar,Food,39.0487,-77.0138,POINT (-77.0138 39.0487)
17334,FRANKLIN KNOLLS SWIM CLUB SNACK BAR,820 E. FRANKLIN AVE.,,SILVER SPRING,20901,05/16/2024,No Critical Violations Noted,Pre-Opening - Environmental,FRANKLIN KNOLLS SWIM CLUB,Snack Bar,Food,39.013,-76.9934,POINT (-76.9934 39.013)
18211,MONTGOMERY BLAIR HIGH SCHOOL BASEBALL STADIUM,"51 UNIVERSITY BLVD., E.",,SILVER SPRING,20910,05/16/2024,No Critical Violations Noted,Pre-Opening - Environmental,"MARYLAND COMMUNITY BASEBALL, INC.",Snack Bar,Food,39.0177,-77.0088,POINT (-77.0088 39.0177)
17337,GLENWOOD REC. CLUB POOL SNACK BAR,10012 GARDINER AVE.,,SILVER SPRING,20902,05/16/2024,No Critical Violations Noted,Pre-Opening - Environmental,GLENWOOD RECREATION CLUB,Snack Bar,Food,39.0191,-77.052,POINT (-77.052 39.0191)
60386,DUMPLING FOR LIFE,"7101 DEMOCRACY BLVD, FL10",,BETHESDA,20817,05/15/2024,No Critical Violations Noted,Pre-Opening - Environmental,JKC GROUP LLC,Restaurant,Food,39.0243,-77.146,POINT (-77.146 39.0243)
17340,KENTLANDS SNACK BAR,485 TSCHIFFELY SQUARE RD.,,GAITHERSBURG,20878,05/15/2024,No Critical Violations Noted,Pre-Opening - Environmental,KENTLANDS CITIZENS ASSEMBLY,Snack Bar,Food,39.1232,-77.2439,POINT (-77.2439 39.1232)
19245,TWINBROOK SWIMMING POOL SNACK BAR,13027 ATLANTIC AVE,,ROCKVIILE,20851,05/15/2024,No Critical Violations Noted,Pre-Opening - Environmental,TWINBROOK SWIMMING POOL INC.,Snack Bar,Food,39.0728,-77.1143,POINT (-77.1143 39.0728)
39749,SUN DEVIL GRILL SNACK BAR,10055 GLEN RD.,,POTOMAC,20854,05/15/2024,No Critical Violations Noted,Pre-Opening - Environmental,SUN DEVILL GRILL & SNACK BAR,Snack Bar,Food,39.0481,-77.2078,POINT (-77.2078 39.0481)
22572,ELDWICK SWIM & TENNIS CLUB SNACK BAR,11130 BROAD GREEN DR.,,POTOMAC,20854,05/15/2024,No Critical Violations Noted,Pre-Opening - Environmental,ELDWICK HOME OWNERS ASSOCIATION,Snack Bar,Food,39.0401,-77.2034,POINT (-77.2034 39.0401)
17419,FOREST KNOLLS POOL SNACK BAR,11105 FOXGLOVE LA.,,SILVER SPRING,20901,05/14/2024,No Critical Violations Noted,Pre-Opening - Environmental,"FOREST KNOLLS POOL, INC.",Snack Bar,Food,39.0367,-77.0118,POINT (-77.0118 39.0367)
17356,DAMASCUS REC. POOL SNACK BAR,25730 WOODFIELD RD.,,DAMASCUS,20872,05/14/2024,No Critical Violations Noted,Pre-Opening - Environmental,DAMASCUS RECREATION ASSOC.,Snack Bar,Food,39.2805,-77.2056,POINT (-77.2056 39.2805)
17318,NEW MARK COMMONS POOL SNACK BAR,607 TEGNER WAY,,ROCKVILLE,20850,05/14/2024,No Critical Violations Noted,Pre-Opening - Environmental,ABARIS REALTY,Snack Bar,Food,39.0746,-77.1574,POINT (-77.1574 39.0746)
17329,CONGRESSIONAL CC POOL SNACK BAR,8500 RIVER RD.,,BETHESDA,20817,05/10/2024,Critical Violations Corrected,Pre-Opening - Environmental,CONGRESSIONAL COUNTRY CLUB INC.,Snack Bar,Food,38.9962,-77.1765,POINT (-77.1765 38.9962)
61554,ROCHAMBEAU THE FRENCH INTERNATONAL SCHOOL,9650 ROCKVILLE PIKE,,BETHESDA,20814,05/10/2024,No Critical Violations Noted,Pre-Opening - Environmental,ROCHAMBEAU THE FRENCH INTERNATIONAL SCHOOL,Caterer,Food,39.0142,-77.101,POINT (-77.101 39.0142)
17332,EDGEMOOR CLUB POOL SNACK BAR,7415 EXETER RD.,,BETHESDA,20814,05/09/2024,Critical Violations Corrected,Pre-Opening - Environmental,EDGEMOOR CLUB,Snack Bar,Food,38.9837,-77.1026,POINT (-77.1026 38.9837)
17772,LAKELANDS POOL SNACK BAR,960 MAIN ST.,,GAITHERSBURG,20878,05/08/2024,No Critical Violations Noted,Pre-Opening - Environmental,LAKELANDS COMM ASSOC,Snack Bar,Food,39.1181,-77.2319,POINT (-77.2319 39.1181)
60514,POTOMAC COOKIE COMPANY,109A MARKET ST,,GAITHERSBURG,20878,05/06/2024,No Critical Violations Noted,Pre-Opening - Environmental,ESTHER ST DANIELS AND ADEDAMOLA ST DANIELS,Market,Food,39.1227,-77.2352,POINT (-77.2352 39.1227)
61538,BANNER'S HALLMARK #863,21030 FREDERICK RD,,GERMANTOWN,20876,05/02/2024,No Critical Violations Noted,Pre-Opening - Environmental,BANNER'S OF KENTLANDS LLC,Market,Food,39.0233,-77.1486,POINT (-77.1486 39.0233)
61539,CHOCOLATE MOONSHINE OF MARYLAND,7101 DEMOCRACY BLVD,STE 2104,BETHESDA,20817,05/02/2024,No Critical Violations Noted,Pre-Opening - Environmental,GREAT LIFE DISTRIBUTORS INC,Market,Food,39.0243,-77.146,POINT (-77.146 39.0243)
60494,LOCALLY CRAFTED,9 GRAND CORNER AVE,,GAITHERSBURG,20878,05/01/2024,No Critical Violations Noted,Pre-Opening - Environmental,LOCALLY CRAFTED LLC,Market,Food,39.1171,-77.199,POINT (-77.199 39.1171)
61531,SOLAIRE SOCIAL(BAR & BOH),8200 DIXON AVE,,SILVER SPRING,20910,04/29/2024,No Critical Violations Noted,Pre-Opening - Environmental,SOLAIRE SOCIAL,Market,Food,38.9921,-77.0284,POINT (-77.0284 38.9921)
747,BOWL AMERICA GAITHERSBURG,1101 CLOPPER RD.,,GAITHERSBURG,20878,04/25/2024,No Critical Violations Noted,Pre-Opening - Environmental,"BOWL AMERICA, INC.",Restaurant,Food,39.1476,-77.2294,POINT (-77.2294 39.1476)
17361,NORBECK COUNTRY CLUB POOL SNACK BAR,17200 CASHELL RD.,,ROCKVILLE,20853,04/24/2024,No Critical Violations Noted,Pre-Opening - Environmental,NORBECK COUNTRY CLUB,Snack Bar,Food,39.1372,-77.0955,POINT (-77.0955 39.1372)
60482,SMOKE ISLAND,11230 GEORGIA AVE,,SILVER SPRING,20902,04/22/2024,Critical Violations Corrected,Pre-Opening - Environmental,SMOKE ISLAND INC,Market,Food,39.0396,-77.0516,POINT (-77.0516 39.0396)
60534,BANNER'S HALLMARK #28,1663 ROCKVILLE PIKE,,ROCKVILLE,20852,04/19/2024,No Critical Violations Noted,Pre-Opening - Environmental,BANNERS OF CONGRESSIONAL LLC,Market,Food,39.0619,-77.1269,POINT (-77.1269 39.0619)
61537,BANNER'S HALLMARK #16,227 KENTLANDS BLVD,,GAITHERSBURG,20878,04/17/2024,No Critical Violations Noted,Pre-Opening - Environmental,BANNER'S OF KENTLANDS LLC,Market,Food,39.0233,-77.1486,POINT (-77.1486 39.0233)
26864,JERRY'S SUBS AND PIZZA,13645 CONNECTICUT AVE,,SILVER SPRING,20906,04/17/2024,No Critical Violations Noted,Pre-Opening - Environmental,JERRY'S ASPEN HILL LLC,Restaurant,Food,39.0784,-77.0807,POINT (-77.0807 39.0784)
60423,NO REGRETS PIZZA COMPANY,5454 NICHOLSON LANE,#180,ROCKVILLE,20852,04/16/2024,No Critical Violations Noted,Pre-Opening - Environmental,RICHARD WEINER,Restaurant,Food,39.0448,-77.1083,POINT (-77.1083 39.0448)
20892,DUNKIN DONUTS,865-A ROCKVILLE PIKE,,ROCKVILLE,20852,04/11/2024,No Critical Violations Noted,Pre-Opening - Environmental,DMD ROCKVILLE - 865 LLC,Market,Food,39.0752,-77.1378,POINT (-77.1378 39.0752)
22756,MASA HIBACHI STEAKHOUSE & SUSHI,921 ELLSWORTH DR.,UNIT J,SILVER SPRING,20910,04/10/2024,No Critical Violations Noted,Pre-Opening - Environmental,DIANG LIN,Restaurant,Food,38.9963,-77.0264,POINT (-77.0264 38.9963)
60477,DUNKIN',9761B TRAVILLE GATEWAY DRIVE,,ROCKVILLE,20850,04/10/2024,No Critical Violations Noted,Pre-Opening - Environmental,TRAVILLE DONUTS LLC,Market,Food,39.0928,-77.2028,POINT (-77.2028 39.0928)
60379,HOLY CROSS HEALTH HOSPITAL (ANU SUSHI),1500 FOREST GLEN RD,,SILVER SPRING,20910,04/08/2024,No Critical Violations Noted,Pre-Opening - Environmental,ANU SUSHI LLC,Restaurant,Food,39.0147,-77.0354,POINT (-77.0354 39.0147)
60502,THE COMUS INN,23900 OLD HUNDRED ROAD,,DICKERSON,20842,04/04/2024,Critical Violations Corrected,Pre-Opening - Environmental,10 RULES LLC,Restaurant,Food,39.2475,-77.35,POINT (-77.35 39.2475)
53868,YU NOODLE CAFE,387 EAST GUDE DR,,ROCKVILLE,20850,04/03/2024,No Critical Violations Noted,Pre-Opening - Environmental,YU NOODLES ROCKVILLE LLC,Restaurant,Food,39.1058,-77.1488,POINT (-77.1488 39.1058)
59359,COOKWITHNK,7621 RICKENBACKER DR,#600A,GAITHERSBURG,20879,03/28/2024,No Critical Violations Noted,Pre-Opening - Environmental,MANMEET KOHIL/COOKWITHNK,Caterer,Food,39.1748,-77.1588,POINT (-77.1588 39.1748)
46948,AND SHAWARMA,15918 SHADY GROVE RD,,GAITHERSBURG,20877,03/28/2024,No Critical Violations Noted,Pre-Opening - Environmental,UNIFIED RESTAURANT,Restaurant,Food,39.118,-77.1839,POINT (-77.1839 39.118)
41294,WENDY'S #6562,12114 DARNESTOWN RD,,GAITHERSBURG,20878,03/28/2024,No Critical Violations Noted,Pre-Opening - Environmental,WEND CENTRAL MARYLAND LLC,Restaurant,Food,39.1167,-77.2512,POINT (-77.2512 39.1167)
60480,TRINITY PACE GAITHERSBURG,200 PERRY PARKWAY,STE 1,GAITHERSBURG,20877,03/26/2024,No Critical Violations Noted,Pre-Opening - Environmental,TRINITY HEALTH,Non-Profit,Food,39.1412,-77.21,POINT (-77.21 39.1412)
17569,STARBUCKS COFFEE #07821,14941 SHADY GROVE RD.,,ROCKVILLE,20850,03/25/2024,No Critical Violations Noted,Pre-Opening - Environmental,STARBUCKS CORP LICENSE SERVICE,Restaurant,Food,39.098,-77.1926,POINT (-77.1926 39.098)
53979,PETER CHANG,637 N FREDERICK AVE,,GAITHERSBURG,20879,03/25/2024,No Critical Violations Noted,Pre-Opening - Environmental,HC & CHANG HOUSE LLC,Restaurant,Food,39.155,-77.2143,POINT (-77.2143 39.155)
33172,FIRE STATION 1 RESTAURANT,8131 GEORGIA AVE,,SILVER SPRING,20910,03/24/2024,Critical Violations Corrected,Pre-Opening - Environmental,FS1SSMD LLC,Restaurant,Food,38.9915,-77.0261,POINT (-77.0261 38.9915)
27468,WEGMANS,20600 SENECA MEADOWS PKWY,,GERMANTOWN,20876,03/21/2024,No Critical Violations Noted,Pre-Opening - Environmental,"WEGMANS FOOD MARKETS, INC. C/O PAUL MARRA",Market,Food,39.1995,-77.2565,POINT (-77.2565 39.1995)
8397,MCDONALD'S #5909,12044 CHERRY HILL RD.,,SILVER SPRING,20904,03/20/2024,Critical Violations Corrected,Pre-Opening - Environmental,MCDONALD CORPORATION,Carry Out,Food,39.0536,-76.9542,POINT (-76.9542 39.0536)
53838,HEALTH PACK MEALS,340 MAIN STREET,,GAITHERSBURG,20878,03/20/2024,No Critical Violations Noted,Pre-Opening - Environmental,LEVON MELIKSETYAN,Restaurant,Food,39.1215,-77.2377,POINT (-77.2377 39.1215)
59291,THE CLARKS LODGE,12011 SNOWDEN FARM PKWY,,CLARKSBURG,20871,03/19/2024,No Critical Violations Noted,Pre-Opening - Environmental,MS GRILL INC,Restaurant,Food,39.2289,-77.2504,POINT (-77.2504 39.2289)
60457,ISKCON OF DC,10310 OAKLYN DR,,POTOMAC,20854,03/19/2024,No Critical Violations Noted,Pre-Opening - Environmental,ISKCON OF DC,Non-Profit,Food,39.0027,-77.2138,POINT (-77.2138 39.0027)
1264,ISKCON CHURCH,10310 OAKLYN RD.,,POTOMAC,20854,03/19/2024,No Critical Violations Noted,Pre-Opening - Environmental,ISKCON OF D. C. INC.,Restaurant,Food,39.0026,-77.2132,POINT (-77.2132 39.0026)
60469,INREACH - SODEXO NORAM HEADQUARTERS,915 MEETING STREET,,ROCKVILLE,20852,03/18/2024,No Critical Violations Noted,Pre-Opening - Environmental,IN REACH,Market,Food,39.0507,-77.1158,POINT (-77.1158 39.0507)
60464,INREACH - CHOICE HOTEL HQ,915 MEETING STREET,STE 600,ROCKVILLE,20852,03/18/2024,No Critical Violations Noted,Pre-Opening - Environmental,INREACH,Market,Food,39.0507,-77.1158,POINT (-77.1158 39.0507)
59315,SODEXO NORTH AMERICA CORP HQ,915 MEETING STREET  14 &15FL,,ROCKVILLE,20852,03/18/2024,No Critical Violations Noted,Pre-Opening - Environmental,SODEXO OPERATIONS LLC,Restaurant,Food,39.0507,-77.1158,POINT (-77.1158 39.0507)
756,DOLLAR & MORE - GAITHERSBURG,229 MUDDY BRANCH RD.,,GAITHERSBURG,20878,03/15/2024,No Critical Violations Noted,Pre-Opening - Environmental,DOLLAR & MORE INC,Market,Food,39.1277,-77.2059,POINT (-77.2059 39.1277)
60532,BANNER'S HALLMARK #1821,18217 VILLAGE CENTER DR,,OLNEY,20832,03/13/2024,No Critical Violations Noted,Pre-Opening - Environmental,BANNERS OF OLNEY LLC,Market,Food,39.1546,-77.0632,POINT (-77.0632 39.1546)
30483,CHICK-FIL-A,19945 CENTURY BLVD,,GERMANTOWN,20874,03/11/2024,No Critical Violations Noted,Pre-Opening - Environmental,SPARROW LLC,Restaurant,Food,39.1825,-77.2611,POINT (-77.2611 39.1825)
59358,KW BEER & WINE INC,8513 PINEY BRANCH RD,,SILVER SPRING,20901,03/11/2024,No Critical Violations Noted,Pre-Opening - Environmental,KW BEER & WINE INC,Market,Food,38.998,-77.003,POINT (-77.003 38.998)
35693,BURGER KING,15421 NEW HAMPSHIRE AVE,,SILVER SPRING,20905,03/07/2024,No Critical Violations Noted,Pre-Opening - Environmental,POTOMAC FOODS GROUP,Restaurant,Food,39.1095,-76.9965,POINT (-76.9965 39.1095)
39560,HOLA BEER AND WINE DELI,8035-H SNOUFFER SCHOOL RD,,GAITHERSBURG,20879,03/06/2024,No Critical Violations Noted,Pre-Opening - Environmental,GNS TRADING COMPANY LLC,Market,Food,39.1611,-77.1629,POINT (-77.1629 39.1611)
58263,T.J. MAXX,15709 OLD COLUMBIA PIKE,,BURTONSVILLE,20866,03/06/2024,No Critical Violations Noted,Pre-Opening - Environmental,THE TJX COMPANIES INC,Market,Food,39.1136,-76.9311,POINT (-76.9311 39.1136)
58266,THE MARKET AT DEERE VALLEY FARM,22919 DICKERSON RD,,DICKERSON,20842,03/06/2024,No Critical Violations Noted,Pre-Opening - Environmental,THE BAKER FAMILY CORPORATION,Market,Food,39.2313,-77.427,POINT (-77.427 39.2313)
58290,HAAGEN DAZS,1615 ROCKVILLE PIKE,,ROCKVILLE,20852,03/04/2024,No Critical Violations Noted,Pre-Opening - Environmental,ROCKVILLE CREAMS LLC,Market,Food,39.0631,-77.1274,POINT (-77.1274 39.0631)
59375,TEQUILA MODERN MEXICAN ROCKVILLE,11 N WASHINGTON ST,,ROCKVILLE,20850,02/29/2024,No Critical Violations Noted,Pre-Opening - Environmental,JOSE SOLIS,Restaurant,Food,39.0856,-77.1533,POINT (-77.1533 39.0856)
32865,CHICK-FIL-A,12289 TECH RD,,SILVER SPRING,20904,02/29/2024,No Critical Violations Noted,Pre-Opening - Environmental,TWG HOSPITALITY LLC,Restaurant,Food,39.1218,-76.9669,POINT (-76.9669 39.1218)
60424,OUTBACK STEAKHOUSE,8661 COLESVILLE RD,,SILVER SPRING,20910,02/27/2024,No Critical Violations Noted,Pre-Opening - Environmental,OUTBACK OF SILVER SPRING INC,Restaurant,Food,38.9961,-77.0261,POINT (-77.0261 38.9961)
60393,NOTHING BUNDT CAKE,20650 SENECA MEADOW PKWY,,GERMANTOWN,20876,02/27/2024,No Critical Violations Noted,Pre-Opening - Environmental,VERELYN GIBBS WATSON,Market,Food,39.1993,-77.2545,POINT (-77.2545 39.1993)
59337,CIELO DORADO BAKERY & DELI,13881 OUTLET DR,STE B,SILVER SPRING,20904,02/22/2024,No Critical Violations Noted,Pre-Opening - Environmental,CIELO DOREDO BAKERY LLC,Restaurant,Food,39.0835,-76.9453,POINT (-76.9453 39.0835)
58282,FENTON CITGO,8333 FENTON ST,,SILVER SPRING,20910,02/22/2024,No Critical Violations Noted,Pre-Opening - Environmental,NANI B SHRESTHA,Market,Food,38.9941,-77.0238,POINT (-77.0238 38.9941)
60387,AKWAABA RESTAURANT,10212 NEW HAMPSHIRE AVE,,SILVER SPRING,20903,02/21/2024,No Critical Violations Noted,Pre-Opening - Environmental,FRANCIS ADDAI,Restaurant,Food,39.023,-76.9785,POINT (-76.9785 39.023)
57253,WAWA #8536,405 S FREDERICK AVE,,GAITHERSBURG,20877,02/16/2024,No Critical Violations Noted,Pre-Opening - Environmental,WAWA INC,Market,Food,39.1366,-77.1922,POINT (-77.1922 39.1366)
59293,FIREHOUSE SUB,11160 VEIRS MILL RD,FC 8,SILVER SPRING,20902,02/16/2024,No Critical Violations Noted,Pre-Opening - Environmental,FHS OF WHEATON INC,Restaurant,Food,39.0352,-77.0551,POINT (-77.0551 39.0352)
59361,OSAKA RAMEN & SUSHI,12146 DARNESTOWN RD,,GAITHERSBURG,20878,02/14/2024,No Critical Violations Noted,Pre-Opening - Environmental,OSAKA RAMEN & SUSHI,Restaurant,Food,39.1167,-77.252,POINT (-77.252 39.1167)
59374,SARAH'S HANDMADE ICE-CREAM,14929 SHADY GROVE RD,# I,ROCKVILLE,20850,02/14/2024,No Critical Violations Noted,Pre-Opening - Environmental,SOHEE PARK,Market,Food,39.0971,-77.1919,POINT (-77.1919 39.0971)
32865,CHICK-FIL-A,12289 TECH RD,,SILVER SPRING,20904,02/14/2024,No Critical Violations Noted,Pre-Opening - Environmental,TWG HOSPITALITY LLC,Restaurant,Food,39.1218,-76.9669,POINT (-76.9669 39.1218)
48161,JAVA NATION - SILVER SPRING,"1010 WAYNE AVE, SUITE 120 & 151",(RETAIL 1 & 2),SILVER SPRING,20910,02/12/2024,No Critical Violations Noted,Pre-Opening - Environmental,JN SILVER SPRING INC,Market,Food,38.994,-77.0277,POINT (-77.0277 38.994)
59335,EQUATORIAL FOOD MARKET,220 GIRARD ST,STE B,GAITHERSBURG,20877,02/09/2024,No Critical Violations Noted,Pre-Opening - Environmental,FOYET WENDEU EMILE,Market,Food,39.142,-77.1835,POINT (-77.1835 39.142)
59342,DIG,4733 ELM ST,,BETHESDA,20814,02/07/2024,No Critical Violations Noted,Pre-Opening - Environmental,DIG BETHESDA LLC,Restaurant,Food,38.9826,-77.0956,POINT (-77.0956 38.9826)
59331,KHARIS LAVENDER FIELDS,20910 MERLE DR,,GAITHERSBURG,20882,02/06/2024,No Critical Violations Noted,Pre-Opening - Environmental,CLAUDIA TSAS/ KHARIS LAVENDER FIELDS,Market,Food,39.2003,-77.1564,POINT (-77.1564 39.2003)
53876,VILLAGE CORNER DELI,11419 GRANDVIEW AVE,,SILVER SPRING,20902,01/31/2024,No Critical Violations Noted,Pre-Opening - Environmental,MARIZA LUJAN,Market,Food,39.0421,-77.053,POINT (-77.053 39.0421)
58268,PIZZA FORNO,8750 GEORGIA AVE,,SILVER SPRING,20910,01/30/2024,No Critical Violations Noted,Pre-Opening - Environmental,LYONS DEN LLC,Market,Food,38.9985,-77.0313,POINT (-77.0313 38.9985)
59299,MONSTER TEA & PIKE BAKERY,1066 ROCKVILLE PIKE,,ROCKVILLE,20852,01/29/2024,No Critical Violations Noted,Pre-Opening - Environmental,JJS DESSERTS INC,Market,Food,39.0725,-77.1325,POINT (-77.1325 39.0725)
57218,PUPUSERIA MANA,6842 NEW HAMPSHIRE AVE,,TAKOMA PARK,20912,01/26/2024,No Critical Violations Noted,Pre-Opening - Environmental,PUPUSERIA MANA LLC,Restaurant,Food,38.9749,-76.9956,POINT (-76.9956 38.9749)
59303,24/7 TOBACCO & GROCERY,11244 GEORGIA AVE,,SILVER SPRING,20902,01/25/2024,No Critical Violations Noted,Pre-Opening - Environmental,24/7 TOBACCO & GROCERY,Market,Food,39.0399,77.0516,POINT (77.0516 39.0399)
58270,RANGOON RUBY,1066 ROCKVILLE PIKE,,ROCKVILLE,20852,01/12/2024,No Critical Violations Noted,Pre-Opening - Environmental,S&T SUSHI CORP,Restaurant,Food,39.0722,-77.1325,POINT (-77.1325 39.0722)
56174,AVENTINO / AP PIZZA SHOP,4747 BETHESDA AVE,,BETHESDA,20814,01/12/2024,No Critical Violations Noted,Pre-Opening - Environmental,NO PLACE LIKE ROME LLC,Restaurant,Food,38.9814,-77.0946,POINT (-77.0946 38.9814)
56158,ALA - BETHESDA,4948 FAIRMONT AVE,,BETHESDA,20814,01/12/2024,No Critical Violations Noted,Pre-Opening - Environmental,4948 FAIRMONT LLC,Restaurant,Food,38.9876,-77.0973,POINT (-77.0973 38.9876)
56192,MOBIL GAS STATION,890 ROCKVILLE PIKE,,ROCKVILLE,20852,01/10/2024,No Critical Violations Noted,Pre-Opening - Environmental,ROCKVILLE SERVICES INC,Market,Food,39.0752,-77.1356,POINT (-77.1356 39.0752)
58286,DMV EMPANADAS,12115-12117 NEBEL ST,,ROCKVILLE,20852,01/10/2024,No Critical Violations Noted,Pre-Opening - Environmental,MARCO ALMARAZ / DMV EMPANADAS LLC,Restaurant,Food,39.0516,-77.1089,POINT (-77.1089 39.0516)
58273,CIELO ROJO,7211 CARROLL AVE,,TAKOMA PARK,20912,01/02/2024,No Critical Violations Noted,Pre-Opening - Environmental,SHILOH RESTAURANT GROUP LLC,Restaurant,Food,38.9778,-77.0069,POINT (-77.0069 38.9778)
56188,GIANT FOOD #2313,5320 ZENITH OVERLOOK,,BETHESDA,20816,12/29/2023,No Critical Violations Noted,Pre-Opening - Environmental,GIANT OF MARYLAND LLC,Market,Food,38.9639,-77.1074,POINT (-77.1074 38.9639)
58259,WOODLIN ELEMENTARY SCHOOL,2101 LUZERNE AVE,,SILVER SPRING,20910,12/29/2023,No Critical Violations Noted,Pre-Opening - Environmental,MONTGOMERY COUNTY PUBLIC SCHOOLS,Public School- Elementary,Food,39.0066,-77.047,POINT (-77.047 39.0066)
57242,FOUR CORNER LITTLE STORE,12623 WISTERIA DR,STE B,GERMANTOWN,20874,12/21/2023,No Critical Violations Noted,Pre-Opening - Environmental,MARIA ANDREA MEJIA GUEVARA,Market,Food,39.1719,-77.2611,POINT (-77.2611 39.1719)
60424,OUTBACK STEAKHOUSE,8661 COLESVILLE RD,,SILVER SPRING,20910,12/21/2023,No Critical Violations Noted,Pre-Opening - Environmental,OUTBACK OF SILVER SPRING INC,Restaurant,Food,38.9961,-77.0261,POINT (-77.0261 38.9961)
26556,QIAGEN - GERMANTOWN GUCKENHEIMER,19300 GERMANTOWN RD,,GERMANTOWN,20874,12/21/2023,No Critical Violations Noted,Pre-Opening - Environmental,GUCKENHEIMER - TAX DEPARTMENT,Restaurant,Food,39.1734,-77.2777,POINT (-77.2777 39.1734)
56188,GIANT FOOD #2313,5320 ZENITH OVERLOOK,,BETHESDA,20816,12/20/2023,No Critical Violations Noted,Pre-Opening - Environmental,GIANT OF MARYLAND LLC,Market,Food,38.9639,-77.1074,POINT (-77.1074 38.9639)
53999,HISSHO SUSHI @ GIANT FOOD # 2313,5310 ZENITH OVERLOOK,,BETHESDA,20816,12/20/2023,No Critical Violations Noted,Pre-Opening - Environmental,LWIN FAMILY COMPANY LLC,Market,Food,38.9639,-77.1074,POINT (-77.1074 38.9639)
56188,GIANT FOOD #2313,5320 ZENITH OVERLOOK,,BETHESDA,20816,12/20/2023,No Critical Violations Noted,Pre-Opening - Environmental,GIANT OF MARYLAND LLC,Market,Food,38.9639,-77.1074,POINT (-77.1074 38.9639)
31843,SOUTH COUNTY REGIONAL RECREATION & AQUATIC CENTER,1315 APPLE AVE,,SILVER SPRING,20910,12/19/2023,No Critical Violations Noted,Pre-Opening - Environmental,MONTGOMERY COUNTY DEPT OF RECREATION,Market,Food,38.9961,-77.0333,POINT (-77.0333 38.9961)
