"iso","adm1","adm2","umd_tree_cover_loss__year","umd_tree_cover_loss__ha","gfw_gross_emissions_co2e_all_gases__Mg"
"USA",21,12,2021,48.443938357072481486,20751.339570637169229
"USA",21,13,2021,55.710372795010886902,23622.251948546557340
"USA",21,14,2021,3.47432858862847248,1710.797681017661724
"USA",21,15,2021,22.13645849145180582,8219.616457027693923
"USA",21,16,2021,236.410011394394282538,99899.282986659766436
"USA",21,17,2021,22.297664631959642831,11380.0031843364692805
"USA",21,18,2021,63.755306536362827314,30024.819630365944120
"USA",21,19,2021,241.443366157465631411,149003.167417580257979
"USA",21,20,2021,29.468876272530396510,15683.056887689518398
"USA",21,21,2021,42.75910784030596633,16164.6831089770481855
"USA",21,22,2021,175.21261039311410083,97336.072689486033232
"USA",21,23,2021,321.896547049934081825,177305.130993157985040
"USA",21,1,2022,185.59823352529909847,73795.284758226090544
"USA",21,2,2022,81.589264260416699085,35422.764715170243194
"USA",21,3,2022,43.386179388428848014,17854.087461474372505
"USA",21,4,2022,16.095851619913201825,7355.652931173199840
"USA",21,5,2022,60.195563647717030114,32571.477829650047207
"USA",21,6,2022,34.853418431881522470,14606.789892095538867
"USA",21,7,2022,71.92150383853733268,30903.5320323765606414
"USA",21,8,2022,358.687845913712162526,161562.720731417750947
"USA",21,9,2022,54.266190212191874846,29389.906385847580928
"USA",21,10,2022,14.92784146876953316,6198.7945129850363916
"USA",21,11,2022,338.858811834665638271,124099.316912461173202
"USA",21,12,2022,122.504482774527013176,54454.3694637882071765
"USA",21,13,2022,31.02100265646485976,14092.447876941671027
"USA",21,14,2022,4.852587619322916802,2220.261134851750153
"USA",21,15,2022,15.963781825798615982,5946.8568354884509357
"USA",21,16,2022,211.662392333555907303,91929.052329071504449
"USA",21,17,2022,22.470183563617629986,12087.904638517862356
"USA",21,18,2022,102.34949327156666973,48150.464599444840012
"USA",21,19,2022,432.737521220518978265,287559.748513142629498
"USA",21,20,2022,26.596881420102016005,13094.737764662078033
"USA",21,21,2022,66.080453311197968778,25617.749783386262054
"USA",21,22,2022,288.417543978762889704,175050.546932964937797
"USA",21,23,2022,348.451314661844046775,199842.722325012144184
"USA",21,1,2023,155.62109872470464072,62248.531193083252885
"USA",21,2,2023,81.668444400089070124,36863.661090083427041
"USA",21,3,2023,61.806433713661013424,25724.040085569271199
"USA",21,4,2023,18.634322056612410685,8730.350000396103638
"USA",21,5,2023,41.15633054294057018,23752.779509661800806
"USA",21,6,2023,17.326937123122825244,5956.275468183408917
"USA",21,7,2023,52.280928629127587444,22289.728528523412404
"USA",21,8,2023,250.048094423003113294,116027.448968626686378
"USA",21,9,2023,160.19218526588763503,80992.670431361418097
"USA",21,10,2023,55.486081743146771836,23330.664181257693606
"USA",21,11,2023,642.806862294741034624,232850.696724809117868
"USA",21,12,2023,35.01800280534720849,15048.026380401650379
"USA",21,13,2023,13.54027784822047876,6375.762185810828995
"USA",21,14,2023,19.72240878769311487,10170.91819594217414
"USA",21,15,2023,23.57419146783418961,9446.508598925420799
"USA",21,16,2023,94.273548149537443711,39140.8485050407704194
"USA",21,17,2023,22.66481252530598917,11337.815280087791982
"USA",21,18,2023,144.120532645242763350,64808.207719104165420
"USA",21,19,2023,330.357193541127025718,226485.709719898994084
"USA",21,20,2023,43.76298978311838875,21956.963077508203794
"USA",21,21,2023,26.516156814663618456,9787.1353503980646705
"USA",21,22,2023,217.18443312666256052,128439.975332695404254
"USA",21,23,2023,404.242592766286048276,244438.089096509350331
